Country,Year,plastic,14.1,14.2,14.3,14.4,14.5,14.6,livelihoods,14.7,14.a,14.b,14.c
Lithuania,2012,42.999383231863085,41.66443377641673,63.68861289118707,86.59570408497281,92.08484704896965,48.95661414283759,48.15158697164192,40.2794046419906,37.07403764372419,70.01302806746416,82.9716432929434,79.14137088415698
Lithuania,2013,41.25407077354807,23.991062015124154,65.59230528968054,88.76031612701448,91.85070885734906,60.405808658543386,48.26194591120917,41.39102210586033,44.31217908155976,68.59702595686942,84.48685926173461,79.64607098478318
Lithuania,2014,41.538316704347814,27.987287934754644,68.24062411397409,89.25934776995754,91.61247234877251,65.95994061769605,48.81546439538107,44.99872436333037,56.382728353089846,67.30739050939269,85.92585985377725,80.15026358440146
Lithuania,2015,41.7009313589603,28.73700383245386,70.89673955715817,88.3472017263678,91.37009940270205,74.41858783051909,50.597571096858644,44.33800691385004,50.53648672984355,65.45482604166244,87.37320192775927,80.65396019109463
Lithuania,2016,49.55632540050842,28.207996698365953,73.58864911082027,87.63007684444187,91.12354709902341,79.8811231955168,52.362118246744174,45.86218890590814,53.157690973251285,64.77896928285703,88.72415430861925,81.15717189545406
Lithuania,2017,47.95624382580483,24.43767936658073,75.01733220622029,86.48333072815625,90.86195720032221,79.8811231955168,48.60496651505184,47.929783406521636,64.76496334134184,65.1471088745886,88.89179927376094,81.35832321288437
Lithuania,2018,46.207222499051845,23.616455703350542,76.61158960671538,85.34771762340435,90.60032138316855,79.8811231955168,47.30150902223977,51.09284477393596,65.31087110241654,65.51546750863704,89.2042270807378,81.55939932849667
Lithuania,2019,49.35472810667447,25.562470210876942,78.88782953221917,84.48914540709166,90.33863926617936,79.8811231955168,47.649232594320026,54.306627538621996,63.74809949765497,65.88370866336462,89.43177033010542,81.76040090012268
Lithuania,2020,41.163218960960066,22.340416815476594,80.34355691271006,85.38665529404733,90.07691046318699,79.8811231955168,47.98398182591026,53.8123887420436,48.034661767614296,66.25183398757918,89.62935858299085,81.96132857632902
Lithuania,2021,41.163218960960066,23.33354527176465,82.28638043107941,84.53116657876652,89.81513458315749,79.8811231955168,48.31757466048117,53.8123887420436,48.034661767614296,66.61984509434785,89.51744023478737,82.16218299659951
Lithuania,2022,41.163218960960066,53.78065980528383,84.02377502944347,84.53116657876652,89.55331123010683,79.8811231955168,48.172514934966905,53.8123887420436,48.034661767614296,66.98774356204731,92.98952120756763,82.16218299659951
Lithuania,2023,41.163218960960066,53.78065980528383,85.78367895216941,84.53116657876652,89.55331123010683,79.8811231955168,48.172514934966905,53.8123887420436,48.034661767614296,66.98774356204731,92.98952120756763,82.16218299659951
Netherlands,2012,59.66699364558114,53.27578456721119,84.10689321767131,65.71736506018708,89.30354858646838,77.05762028797011,48.317290637883445,59.048523112559636,60.689526302683944,46.95952890518299,68.9269908354244,92.12344162096647
Netherlands,2013,59.42867772467783,21.151771810037467,84.08647841587938,65.79725624052872,89.24521809087231,79.23017725237197,70.33990285516269,59.59022344036001,57.389501925661996,46.16716670528988,69.77239327141345,92.37068191448617
Netherlands,2014,59.57167044428798,53.34934444644264,83.80570395919003,66.60755410240505,89.18640263949818,81.39455260686348,45.09515571716862,54.230398211850456,50.0882795697877,45.24417712139474,70.7752889243625,92.61784547203351
Netherlands,2015,59.71800647409121,53.021874502460435,84.06606291709393,65.9133085569883,89.12710146611514,83.5514581312529,54.222976053417476,52.00884667148514,56.08202771738321,44.14268706345065,71.87478256190877,92.86493294142142
Netherlands,2016,59.813228778273995,53.030907540326325,83.78527881721395,65.85940952051465,89.06731374239524,87.35252203526817,46.483391912346725,37.972621168177334,33.211561917216734,43.4233267409606,73.16384160690176,93.11194496177328
Netherlands,2017,59.482933474176484,53.06221704485925,83.82612839607745,66.19342187418194,90.10104008913981,87.35252203526817,50.07971334277707,38.8590494693102,45.48465485086351,43.684241186983414,73.35023249352382,93.70446973452687
Netherlands,2018,58.24473057971732,31.206393666967884,83.43283352881542,66.7335161826073,91.13475587267716,87.35252203526817,45.52270501286548,39.47883418459106,54.34737749831903,43.71946832198137,73.8694594040105,94.29657205707908
Netherlands,2019,58.195317054789946,52.84880756786444,83.25908666387954,67.53741051139048,92.16846144819573,87.35252203526817,45.910584478719095,37.073155254949185,53.75957568183383,43.75469529866312,74.47933770494018,94.88826018680872
Netherlands,2020,57.09368252169671,52.48489683261181,83.74442641561645,70.63805791867121,93.20215715511122,89.14886917834794,46.84095822116825,30.441937904858158,34.12389430100993,43.78992211727859,79.56990665465369,95.47954212671574
Netherlands,2021,57.09368252169671,19.417364890724222,83.8976083811766,70.09886659156984,94.23584331793383,90.9410142531793,47.76898231523114,30.441937904858158,34.12389430100993,43.825148778077065,73.54782355658261,96.07042563618589
Netherlands,2022,57.09368252169671,21.544376444914185,83.83123439519882,70.09886659156984,95.26952024707879,90.9410142531793,47.87844625337166,30.441937904858158,34.12389430100993,43.86037528130723,74.56001561100811,96.07042563618589
Netherlands,2023,57.09368252169671,21.544376444914185,83.83123439519882,70.09886659156984,95.26952024707879,90.9410142531793,47.87844625337166,30.441937904858158,34.12389430100993,43.86037528130723,74.56001561100811,96.07042563618589
Poland,2012,29.112049230884516,24.519719025751403,46.663236868067216,68.73592549090816,92.90905039997766,83.84838012674359,55.154610610303905,27.674081441706857,49.926874887393254,44.9181538834979,82.35350404290361,88.65714188568842
Poland,2013,24.839628907146427,15.416557321874661,49.74974449588584,69.08616540447844,93.14379280412797,83.84698465726194,55.233293769766846,28.628048736406075,46.12715008962457,43.277161486126474,83.72469656328246,89.15199589550724
Poland,2014,30.797823402686376,20.238157884228112,52.66722383705864,69.99884000994635,93.37851208636674,83.84558918528202,55.121882940832236,27.797665772537663,36.91848887706844,41.688362925900115,76.70054366223603,89.64652837513339
Poland,2015,32.13421352534684,20.3938047487854,55.5118340386139,69.8154491957914,93.61320841763848,83.84419371080368,55.109323626525075,28.560804111899262,39.41859876265019,39.73549935904403,78.26221786990256,90.14074493402
Poland,2016,38.895508591903564,23.093091446808963,58.66484088956082,69.09281224537708,93.84788196707909,83.8427982338268,54.762472501266444,27.665884781317004,42.43643753594123,38.08391886442876,80.92761851287536,90.63465102692048
Poland,2017,32.27388786620048,19.32040595272483,62.1857939476992,68.14811154067493,92.12917644701433,83.84465886924073,54.60340050586691,29.554256813105876,54.789358743081046,38.53067702245573,81.56355813946607,90.83212772700362
Poland,2018,32.75851664624092,19.96865879985408,65.64644385608153,68.11736118715184,90.4097150215023,83.8786059606505,54.38719822376848,30.138452854016187,47.75415697316247,38.999321801178496,81.54452454048634,91.02955593617108
Poland,2019,29.13981023590166,17.574017296742454,69.19067774147808,69.27325662540927,88.68945285680667,83.88046665837085,54.19386944702727,30.60079560820499,48.44166092089596,39.467957696014146,81.36439229989614,91.22693598390194
Poland,2020,28.87427529753192,17.407506899991066,72.68202338856135,70.46942906461607,86.96834132619614,83.90558564288388,53.70603743990782,31.267033727978312,46.0593453659613,39.936584908118334,80.7914708880383,91.42426819611892
Poland,2021,28.87427529753192,27.286124758199495,76.1375302060841,68.29343161161925,85.2463275818232,83.93070381845037,53.218164185525595,31.267033727978312,46.0593453659613,40.40520363177493,79.36093632916533,91.62155289524155
Poland,2022,28.87427529753192,48.358258714001266,79.6148266016296,68.29343161161925,83.52335406487836,83.93070381845037,53.014543632192215,31.267033727978312,46.0593453659613,40.87381405470818,81.93079658167,91.62155289524155
Poland,2023,28.87427529753192,48.358258714001266,83.126186271714,68.29343161161925,83.52335406487836,83.93070381845037,53.014543632192215,31.267033727978312,46.0593453659613,40.87381405470818,81.93079658167,91.62155289524155
