year,assess_year,code,category,scientific_name
2015,2013,LC,Least Concern,Trigloporus lastoviza
2015,2013,LC,Least Concern,Cubiceps pauciradiatus
2015,2013,LC,Least Concern,Gephyroberyx darwinii
2015,2013,LC,Least Concern,Holocentrus adscensionis
2015,2014,LC,Least Concern,Cyttopsis rosea
2015,2013,LC,Least Concern,Fowlerichthys radiosus
2015,2013,LC,Least Concern,Sargocentron hastatum
2015,2012,LC,Least Concern,Elagatis bipinnulata
2015,2014,LC,Least Concern,Beryx splendens
2015,2013,LC,Least Concern,Taractes rubescens
2015,2012,LC,Least Concern,Seriola rivoliana
2015,2012,LC,Least Concern,Lepidocybium flavobrunneum
2015,2012,LC,Least Concern,Gempylus serpens
2015,2012,LC,Least Concern,Nealotus tripes
2015,2012,LC,Least Concern,Promethichthys prometheus
2016,2016,EN,Endangered,Raja radula
2015,2014,EN,Endangered,Raja radula
2009,2006,DD,Data Deficient,Raja radula
2015,2013,LC,Least Concern,Psenes arafurensis
2015,2013,LC,Least Concern,Pseudocaranx dentex
2015,2012,LC,Least Concern,Ruvettus pretiosus
2015,2012,LC,Least Concern,Kyphosus sectatrix
2015,2012,LC,Least Concern,Lobotes surinamensis
2015,2013,LC,Least Concern,Fistularia tabacaria
2012,2009,LC,Least Concern,Sparisoma cretense
2010,2009,LC,Least Concern,Sparisoma cretense
2013,2012,LC,Least Concern,Pungitius pungitius
2008,2008,LC,Least Concern,Pungitius pungitius
1996,1996,LR/lc,Lower Risk/least concern,Pungitius pungitius
2015,2014,DD,Data Deficient,Gaidropsarus granti
2016,2016,LC,Least Concern,Syngnathus abaster
2008,2008,LC,Least Concern,Syngnathus abaster
1996,1996,DD,Data Deficient,Syngnathus abaster
2015,2013,LC,Least Concern,Brama brama
2014,2011,LC,Least Concern,Lagocephalus lagocephalus
2015,2013,LC,Least Concern,Cheilopogon exsiliens
2014,2013,LC,Least Concern,Spinachia spinachia
2019,2018,LC,Least Concern,Taractes asper
2015,2013,LC,Least Concern,Arctozenus risso
2015,2013,LC,Least Concern,Lestidiops jayakari
2019,2018,LC,Least Concern,Bellottia apoda
2019,2018,LC,Least Concern,Brotulotaenia brevicauda
2015,2013,LC,Least Concern,Cubiceps capensis
2015,2013,LC,Least Concern,Dibranchus atlanticus
2015,2013,LC,Least Concern,Dibranchus tremendus
2015,2013,LC,Least Concern,Diplospinus multistriatus
2015,2013,LC,Least Concern,Hoplostethus mediterraneus
2015,2014,LC,Least Concern,Howella atlantica
2015,2013,LC,Least Concern,Rosenblattichthys hubbsi
2015,2013,LC,Least Concern,Paralepis elongata
2015,2013,LC,Least Concern,Opisthoproctus grimaldii
2015,2012,LC,Least Concern,Opisthoproctus soleatus
2015,2012,LC,Least Concern,Barbantus curvifrons
2015,2014,LC,Least Concern,Holtbyrnia anomala
2015,2014,LC,Least Concern,Holtbyrnia macrops
2015,2014,LC,Least Concern,Maulisia mauli
2015,2014,LC,Least Concern,Maulisia microlepis
2015,2014,LC,Least Concern,Normichthys operosus
2015,2013,LC,Least Concern,Diplecogaster bimaculata
2015,2013,LC,Least Concern,Lepadogaster purpurea
2015,2013,DD,Data Deficient,Opeatogenys cadenati
2015,2013,LC,Least Concern,Hoplostethus cadenati
2015,2014,LC,Least Concern,Platytroctes apus
2019,2018,LC,Least Concern,Aristostomias grimaldii
2015,2013,LC,Least Concern,Aristostomias polydactylus
2015,2013,LC,Least Concern,Aristostomias xenostoma
2015,2013,DD,Data Deficient,Astronesthes gemmifer
2015,2013,LC,Least Concern,Astronesthes indicus
2015,2013,LC,Least Concern,Astronesthes leucopogon
2015,2013,LC,Least Concern,Astronesthes macropogon
2015,2013,LC,Least Concern,Astronesthes micropogon
2019,2018,LC,Least Concern,Astronesthes neopogon
2015,2013,LC,Least Concern,Astronesthes niger
2015,2013,LC,Least Concern,Bathophilus brevis
2015,2013,LC,Least Concern,Bathophilus digitatus
2015,2013,LC,Least Concern,Bathophilus longipinnis
2015,2013,LC,Least Concern,Bathophilus nigerrimus
2015,2013,LC,Least Concern,Bathophilus pawneei
2015,2013,LC,Least Concern,Bathophilus vaillanti
2015,2013,LC,Least Concern,Borostomias antarcticus
2015,2013,LC,Least Concern,Borostomias elucens
2015,2012,LC,Least Concern,Borostomias mononema
2015,2013,LC,Least Concern,Chauliodus danae
2015,2013,LC,Least Concern,Chauliodus sloani
2019,2018,LC,Least Concern,Chirostomias pliopterus
2015,2013,LC,Least Concern,Echiostoma barbatum
2019,2018,LC,Least Concern,Eustomias achirus
2019,2018,LC,Least Concern,Eustomias dendriticus
2015,2013,LC,Least Concern,Eustomias enbarbatus
2019,2018,LC,Least Concern,Eustomias filifer
2015,2013,LC,Least Concern,Eustomias fissibarbis
2019,2018,LC,Least Concern,Eustomias macronema
2015,2013,LC,Least Concern,Eustomias obscurus
2015,2013,DD,Data Deficient,Eustomias patulus
2019,2018,LC,Least Concern,Eustomias schmidti
2015,2013,LC,Least Concern,Flagellostomias boureei
2015,2013,LC,Least Concern,Grammatostomias dentatus
2015,2013,LC,Least Concern,Heterophotus ophistoma
2015,2013,LC,Least Concern,Idiacanthus fasciola
2015,2014,LC,Least Concern,Leptostomias gladiator
2019,2018,LC,Least Concern,Leptostomias haplocaulus
2015,2014,LC,Least Concern,Leptostomias longibarba
2015,2013,LC,Least Concern,Malacosteus niger
2015,2013,LC,Least Concern,Melanostomias bartonbeani
2015,2013,LC,Least Concern,Melanostomias biseriatus
2019,2018,LC,Least Concern,Melanostomias macrophotus
2019,2018,LC,Least Concern,Melanostomias melanopogon
2015,2013,LC,Least Concern,Melanostomias tentaculatus
2015,2013,LC,Least Concern,Neonesthes capensis
2015,2013,LC,Least Concern,Pachystomias microdon
2015,2013,LC,Least Concern,Photonectes braueri
2019,2018,LC,Least Concern,Photonectes dinema
2019,2018,LC,Least Concern,Photonectes leucospilus
2015,2013,LC,Least Concern,Photonectes margarita
2015,2013,LC,Least Concern,Photonectes mirabilis
2015,2013,LC,Least Concern,Photostomias guernei
2015,2013,LC,Least Concern,Rhadinesthes decimus
2015,2012,LC,Least Concern,Stomias affinis
2015,2013,LC,Least Concern,Stomias boa
2015,2013,LC,Least Concern,Stomias brevibarbatus
2015,2013,LC,Least Concern,Stomias longibarbatus
2015,2014,LC,Least Concern,Thysanactis dentex
2015,2013,LC,Least Concern,Desmodema polystictum
2015,2013,LC,Least Concern,Anoplogaster cornuta
2015,2014,LC,Least Concern,Barbourisia rufa
2015,2013,LC,Least Concern,Beryx decadactylus
2015,2013,LC,Least Concern,Bufoceratias wedli
2015,2013,LC,Least Concern,Callanthias ruber
2015,2013,LC,Least Concern,Callionymus lyra
2015,2013,LC,Least Concern,Campogramma glaycos
2015,2014,LC,Least Concern,Capros aper
2015,2013,LC,Least Concern,Caulophryne polynema
2015,2013,LC,Least Concern,Ceratias holboelli
2015,2013,LC,Least Concern,Ceratias uranoscopus
2015,2013,LC,Least Concern,Chaunax pictus
2015,2013,LC,Least Concern,Cryptopsaras couesii
2015,2013,LC,Least Concern,Diretmichthys parini
2015,2013,LC,Least Concern,Fowlerichthys senegalensis
2015,2013,LC,Least Concern,Himantolophus groenlandicus
2015,2013,LC,Least Concern,Linophryne arborifera
2015,2013,LC,Least Concern,Linophryne pennibarbata
2015,2014,DD,Data Deficient,Lophius budegassa
2015,2013,LC,Least Concern,Lophius piscatorius
2015,2013,LC,Least Concern,Melanocetus johnsonii
2015,2013,LC,Least Concern,Radiicephalus elongatus
2015,2013,LC,Least Concern,Stylephorus chordatus
2015,2013,LC,Least Concern,Synchiropus phaeton
2015,2013,LC,Least Concern,Trachipterus trachypterus
2015,2013,LC,Least Concern,Zu cristatus
2015,2014,LC,Least Concern,Dicentrarchus punctatus
2015,2012,LC,Least Concern,Drepane africana
2015,2014,LC,Least Concern,Gobius cruentatus
2015,2014,LC,Least Concern,Gobius niger
2015,2014,LC,Least Concern,Gobius paganellus
2015,2013,LC,Least Concern,Ichthyococcus ovatus
2015,2014,LC,Least Concern,Lesueurigobius friesii
2015,2014,LC,Least Concern,Lesueurigobius sanzi
2015,2014,LC,Least Concern,Nesiarchus nasutus
2015,2013,LC,Least Concern,Pollichthys mauli
2015,2014,LC,Least Concern,Vinciguerria attenuata
2015,2013,LC,Least Concern,Vinciguerria nimbaria
2015,2014,LC,Least Concern,Vinciguerria poweriae
2015,2013,LC,Least Concern,Yarrella blackfordi
2015,2014,LC,Least Concern,Argyropelecus aculeatus
2015,2014,LC,Least Concern,Argyropelecus affinis
2015,2014,LC,Least Concern,Argyropelecus gigas
2019,2018,LC,Least Concern,Argyropelecus olfersii
2015,2013,LC,Least Concern,Argyropelecus sladeni
2019,2018,LC,Least Concern,Maurolicus muelleri
2015,2014,LC,Least Concern,Sternoptyx diaphana
2015,2014,LC,Least Concern,Sternoptyx pseudobscura
2015,2014,LC,Least Concern,Valenciennellus tripunctulatus
2015,2015,LC,Least Concern,Melamphaes simus
2015,2013,LC,Least Concern,Poromitra crassiceps
2015,2013,LC,Least Concern,Centrolophus niger
2015,2014,LC,Least Concern,Chiasmodon niger
2015,2014,LC,Least Concern,Dysalotus alcocki
2015,2014,LC,Least Concern,Schedophilus velaini
2015,2014,LC,Least Concern,Kali indica
2019,2018,LC,Least Concern,Trachipterus arcticus
2015,2012,LC,Least Concern,Grammicolepis brachiusculus
2015,2014,LC,Least Concern,Allocyttus guineensis
2015,2014,LC,Least Concern,Sagamichthys schnakenbecki
2015,2014,LC,Least Concern,Searsia koefoedi
2020,2019,LC,Least Concern,Rajella fyllae
2015,2013,DD,Data Deficient,Zeus faber
2015,2013,LC,Least Concern,Zenion hololepis
2015,2013,LC,Least Concern,Diretmus argenteus
2015,2013,LC,Least Concern,Anthias anthias
2019,2018,LC,Least Concern,Aphanopus carbo
2015,2013,LC,Least Concern,Aphanopus intermedius
2015,2012,LC,Least Concern,Bonapartia pedaliota
2018,2018,LC,Least Concern,Cephalopholis nigri
2008,2008,LC,Least Concern,Cephalopholis nigri
2015,2012,LC,Least Concern,Cyclothone alba
2015,2013,LC,Least Concern,Cyclothone braueri
2015,2013,LC,Least Concern,Cyclothone livida
2015,2013,LC,Least Concern,Cyclothone microdon
2015,2012,LC,Least Concern,Cyclothone obscura
2015,2013,LC,Least Concern,Cyclothone pallida
2015,2013,LC,Least Concern,Cyclothone pseudopallida
2015,2013,LC,Least Concern,Diplophos taenia
2015,2012,LC,Least Concern,Eurypharynx pelecanoides
2015,2014,NT,Near Threatened,Galeoides decadactylus
2015,2013,LC,Least Concern,Gonostoma denudatum
2015,2013,LC,Least Concern,Gonostoma elongatum
2015,2013,DD,Data Deficient,Lepidopus caudatus
2015,2013,DD,Data Deficient,Manducus maderensis
2015,2013,DD,Data Deficient,Margrethia obtusirostra
2015,2014,LC,Least Concern,Mullus barbatus
2015,2014,LC,Least Concern,Mullus surmuletus
2018,2016,VU,Vulnerable,Mycteroperca fusca
2008,2008,EN,Endangered,Mycteroperca fusca
2007,2007,EN,Endangered,Mycteroperca fusca
2018,2016,LC,Least Concern,Mycteroperca rubra
2008,2008,LC,Least Concern,Mycteroperca rubra
1996,1996,DD,Data Deficient,Mycteroperca rubra
2015,2013,LC,Least Concern,Pachycara bulbiceps
2015,2013,LC,Least Concern,Pachycara crassiceps
2015,2013,LC,Least Concern,Saccopharynx ampullaceus
2015,2013,LC,Least Concern,Saccopharynx ramosus
2015,2013,LC,Least Concern,Scombrolabrax heterolepis
2015,2013,LC,Least Concern,Serranus cabrilla
2015,2013,LC,Least Concern,Serranus hepatus
2015,2013,LC,Least Concern,Serranus scriba
2015,2014,LC,Least Concern,Sigmops bathyphilus
2015,2014,LC,Least Concern,Stromateus fiatola
2015,2013,LC,Least Concern,Tetragonurus atlanticus
2015,2013,LC,Least Concern,Tetragonurus cuvieri
2015,2015,LC,Least Concern,Trachinus araneus
2015,2014,LC,Least Concern,Trachinus draco
2015,2014,LC,Least Concern,Trachinus pellegrini
2015,2014,LC,Least Concern,Trachinus radiatus
2015,2014,LC,Least Concern,Uranoscopus scaber
2014,2011,LC,Least Concern,Diplodus sargus
2015,2013,LC,Least Concern,Diceratias pileatus
2015,2013,LC,Least Concern,Synagrops japonicus
2015,2013,LC,Least Concern,Callionymus maculatus
2015,2013,LC,Least Concern,Chaenophryne ramifera
2015,2013,LC,Least Concern,Chaunax suttkusi
2015,2013,LC,Least Concern,Dolopichthys allector
2015,2013,LC,Least Concern,Melanocetus murrayi
2015,2013,LC,Least Concern,Microlophichthys microlophus
2015,2013,LC,Least Concern,Oneirodes carlsbergi
2015,2013,LC,Least Concern,Oneirodes eschrichtii
2015,2013,LC,Least Concern,Photocorynus spiniceps
2015,2013,LC,Least Concern,Platyberyx opalescens
2015,2013,LC,Least Concern,Alectis alexandrina
2015,2013,LC,Least Concern,Selene dorsalis
2015,2014,LC,Least Concern,Seriola carpenteri
2015,2013,LC,Least Concern,Trachinotus ovatus
2015,2013,LC,Least Concern,Trachurus mediterraneus
2015,2013,LC,Least Concern,Trachurus picturatus
2015,2013,VU,Vulnerable,Trachurus trachurus
2015,2013,LC,Least Concern,Trachurus trecae
2015,2014,LC,Least Concern,Caranx fischeri
2015,2013,LC,Least Concern,Caranx rhonchus
2015,2014,LC,Least Concern,Lichia amia
2020,2019,NT,Near Threatened,Deania profundorum
2009,2008,LC,Least Concern,Deania profundorum
2014,2013,LC,Least Concern,Agonus cataphractus
2014,2014,DD,Data Deficient,Ammodytes tobianus
2014,2014,LC,Least Concern,Gymnammodytes semisquamatus
2014,2014,LC,Least Concern,Hyperoplus lanceolatus
2014,2014,LC,Least Concern,Microlipophrys canevae
2014,2014,LC,Least Concern,Parablennius ruber
2014,2014,DD,Data Deficient,Arnoglossus grohmanni
2014,2014,LC,Least Concern,Callionymus reticulatus
2014,2014,LC,Least Concern,Callionymus risso
2014,2013,LC,Least Concern,Entelurus aequoreus
2015,2013,DD,Data Deficient,Cosmocampus retropinnis
2015,2013,LC,Least Concern,Centrolabrus exoletus
2010,2009,LC,Least Concern,Centrolabrus exoletus
2015,2013,LC,Least Concern,Symphodus cinereus
2010,2008,LC,Least Concern,Symphodus cinereus
2015,2013,LC,Least Concern,Syngnathus acus
2015,2015,LC,Least Concern,Decapterus muroadsi
2014,2013,LC,Least Concern,Micrenophrys lilljeborgii
2014,2013,LC,Least Concern,Taurulus bubalis
2014,2013,LC,Least Concern,Merlangius merlangus
2014,2013,LC,Least Concern,Pollachius pollachius
2014,2014,LC,Least Concern,Raniceps raninus
2014,2013,LC,Least Concern,Trisopterus esmarkii
2014,2013,LC,Least Concern,Apletodon incognitus
2014,2014,LC,Least Concern,Buenia jeffreysii
2014,2014,LC,Least Concern,Crystallogobius linearis
2014,2014,LC,Least Concern,Deltentosteus collonianus
2014,2014,LC,Least Concern,Gobius couchi
2014,2014,LC,Least Concern,Gobius fallax
2010,2009,LC,Least Concern,Gobius fallax
2014,2014,LC,Least Concern,Gobius gasteveni
2014,2014,LC,Least Concern,Gobius roulei
2014,2014,LC,Least Concern,Gobius xanthocephalus
2010,2009,LC,Least Concern,Gobius xanthocephalus
2014,2014,LC,Least Concern,Lebetus scorpioides
2014,2014,LC,Least Concern,Pomatoschistus lozanoi
2014,2014,LC,Least Concern,Pomatoschistus norvegicus
2014,2014,LC,Least Concern,Pomatoschistus pictus
2014,2014,LC,Least Concern,Gobiusculus flavescens
2014,2014,LC,Least Concern,Thorogobius ephippiatus
2014,2014,LC,Least Concern,Vanneaugobius pruvoti
2014,2013,DD,Data Deficient,Himantolophus compressus
2014,2014,DD,Data Deficient,Careproctus aciculipunctatus
2014,2013,LC,Least Concern,Liparis liparis
2010,2009,LC,Least Concern,Liparis liparis
2014,2013,LC,Least Concern,Liparis montagui
2014,2014,LC,Least Concern,Ciliata mustela
2014,2014,LC,Least Concern,Ciliata septentrionalis
2014,2014,LC,Least Concern,Gaidropsarus macrophthalmus
2010,2009,LC,Least Concern,Gaidropsarus macrophthalmus
2014,2014,LC,Least Concern,Gaidropsarus vulgaris
2014,2014,LC,Least Concern,Molva macrophthalma
2014,2014,LC,Least Concern,Lepidion guentheri
2014,2014,LC,Least Concern,Limanda limanda
2014,2013,LC,Least Concern,Phrynorhombus norvegicus
2014,2013,DD,Data Deficient,Scorpaenodes arenai
2015,2014,LC,Least Concern,Monochirus hispidus
2014,2014,DD,Data Deficient,Minyichthys sentus
2014,2013,DD,Data Deficient,Syngnathus phlegon
2014,2013,LC,Least Concern,Syngnathus rostellatus
2014,2014,LC,Least Concern,Syngnathus typhle
2021,2021,LC,Least Concern,Thunnus albacares
2011,2011,NT,Near Threatened,Thunnus albacares
1996,1996,LR/lc,Lower Risk/least concern,Thunnus albacares
2022,2021,NT,Near Threatened,Xiphias gladius
2011,2011,LC,Least Concern,Xiphias gladius
1996,1996,DD,Data Deficient,Xiphias gladius
2021,2021,LC,Least Concern,Katsuwonus pelamis
2011,2010,LC,Least Concern,Katsuwonus pelamis
2022,2021,VU,Vulnerable,Istiophorus platypterus
2011,2010,LC,Least Concern,Istiophorus platypterus
2022,2020,LC,Least Concern,Atherinomorus lacunosus
2015,2014,LC,Least Concern,Antennatus nummifer
2021,2021,LC,Least Concern,Thunnus alalunga
2011,2011,NT,Near Threatened,Thunnus alalunga
1996,1996,DD,Data Deficient,Thunnus alalunga
2021,2021,VU,Vulnerable,Thunnus obesus
2011,2011,VU,Vulnerable,Thunnus obesus
1996,1996,VU,Vulnerable,Thunnus obesus
2021,2021,LC,Least Concern,Thunnus thynnus
2011,2011,EN,Endangered,Thunnus thynnus
1996,1996,DD,Data Deficient,Thunnus thynnus
2018,2017,LC,Least Concern,Epinephelus adscensionis
2008,2008,LC,Least Concern,Epinephelus adscensionis
2022,2021,VU,Vulnerable,Makaira nigricans
2011,2010,VU,Vulnerable,Makaira nigricans
2022,2021,LC,Least Concern,Kajikia albida
2011,2010,VU,Vulnerable,Kajikia albida
2019,2018,LC,Least Concern,Centrodraco acanthopoma
2015,2014,LC,Least Concern,Synodus bondi
2015,2015,DD,Data Deficient,Eustomias acinosus
2015,2013,LC,Least Concern,Stemonosudis intermedia
2019,2018,LC,Least Concern,Diaphus adenomus
2015,2014,LC,Least Concern,Lophotus lacepede
2015,2014,LC,Least Concern,Aristostomias tittmanni
2015,2014,LC,Least Concern,Symbolophorus rufinus
2015,2014,LC,Least Concern,Microstoma microstoma
2015,2015,DD,Data Deficient,Eustomias braueri
2015,2014,LC,Least Concern,Melanostomias valdiviae
2019,2018,LC,Least Concern,Psenes maculatus
2015,2015,LC,Least Concern,Coccorella atlantica
2015,2015,LC,Least Concern,Diaphus luetkeni
2015,2014,LC,Least Concern,Eustomias bigelowi
2015,2014,LC,Least Concern,Eustomias longibarba
2015,2014,LC,Least Concern,Eustomias macrurus
2015,2014,LC,Least Concern,Photonectes parvimanus
2015,2014,LC,Least Concern,Photostomias goodyeari
2015,2014,LC,Least Concern,Sudis atrox
2014,2007,LC,Least Concern,Scartella cristata
2014,2009,LC,Least Concern,Parablennius pilicornis
2014,2007,LC,Least Concern,Chaenopsis limbaughi
2015,2015,LC,Least Concern,Tetrapturus belone
2015,2014,NT,Near Threatened,Dipturus oxyrinchus
2007,2007,NT,Near Threatened,Dipturus oxyrinchus
2015,2014,LC,Least Concern,Neoraja caerulea
2009,2004,DD,Data Deficient,Neoraja caerulea
2015,2014,LC,Least Concern,Raja polystigma
2009,2003,NT,Near Threatened,Raja polystigma
2015,2014,LC,Least Concern,Neoraja iberica
2009,2008,DD,Data Deficient,Neoraja iberica
2015,2014,NT,Near Threatened,Raja asterias
2007,2007,LC,Least Concern,Raja asterias
2015,2014,LC,Least Concern,Malacoraja kreffti
2007,2007,LC,Least Concern,Malacoraja kreffti
2015,2014,LC,Least Concern,Hydrolagus lusitanicus
2009,2008,DD,Data Deficient,Hydrolagus lusitanicus
2015,2014,LC,Least Concern,Apristurus aphyodes
2004,2004,DD,Data Deficient,Apristurus aphyodes
2015,2014,NT,Near Threatened,Dipturus nidarosiensis
2009,2007,NT,Near Threatened,Dipturus nidarosiensis
2015,2014,VU,Vulnerable,Leucoraja fullonica
2009,2006,NT,Near Threatened,Leucoraja fullonica
2015,2014,EN,Endangered,Leucoraja circularis
2009,2008,VU,Vulnerable,Leucoraja circularis
2015,2014,VU,Vulnerable,Raja maderensis
2009,2008,DD,Data Deficient,Raja maderensis
2015,2014,LC,Least Concern,Galeus murinus
2009,2008,LC,Least Concern,Galeus murinus
2015,2014,LC,Least Concern,Leucoraja naevus
2009,2008,LC,Least Concern,Leucoraja naevus
2015,2014,LC,Least Concern,Rajella kukujevi
2009,2008,DD,Data Deficient,Rajella kukujevi
2014,2014,LC,Least Concern,Lappanella fasciata
2010,2008,LC,Least Concern,Lappanella fasciata
2014,2014,LC,Least Concern,Symphodus doderleini
2010,2008,LC,Least Concern,Symphodus doderleini
2014,2014,LC,Least Concern,Symphodus melanocercus
2010,2008,LC,Least Concern,Symphodus melanocercus
2014,2014,LC,Least Concern,Symphodus ocellatus
2010,2008,LC,Least Concern,Symphodus ocellatus
2014,2014,LC,Least Concern,Symphodus rostratus
2010,2008,LC,Least Concern,Symphodus rostratus
2014,2014,LC,Least Concern,Solea aegyptiaca
2011,2008,LC,Least Concern,Solea aegyptiaca
2014,2014,LC,Least Concern,Paralepis speciosa
2011,2007,LC,Least Concern,Paralepis speciosa
2014,2014,LC,Least Concern,Ophichthus rufus
2011,2007,LC,Least Concern,Ophichthus rufus
2014,2014,LC,Least Concern,Notoscopelus elongatus
2011,2007,LC,Least Concern,Notoscopelus elongatus
2014,2014,DD,Data Deficient,Rhynchogadus hepaticus
2011,2007,DD,Data Deficient,Rhynchogadus hepaticus
2014,2014,LC,Least Concern,Lepidion lepidion
2011,2007,LC,Least Concern,Lepidion lepidion
2014,2014,LC,Least Concern,Eretmophorus kleinenbergi
2011,2007,DD,Data Deficient,Eretmophorus kleinenbergi
2014,2014,DD,Data Deficient,Nansenia iberica
2011,2007,DD,Data Deficient,Nansenia iberica
2014,2014,LC,Least Concern,Coelorinchus mediterraneus
2011,2007,LC,Least Concern,Coelorinchus mediterraneus
2014,2014,DD,Data Deficient,Paraliparis murieli
2011,2007,DD,Data Deficient,Paraliparis murieli
2014,2014,DD,Data Deficient,Eutelichthys leptochirus
2011,2007,DD,Data Deficient,Eutelichthys leptochirus
2014,2014,LC,Least Concern,Cyclothone pygmaea
2011,2007,LC,Least Concern,Cyclothone pygmaea
2014,2014,LC,Least Concern,Zebrus zebrus
2011,2007,LC,Least Concern,Zebrus zebrus
2014,2014,LC,Least Concern,Thorogobius macrolepis
2011,2007,LC,Least Concern,Thorogobius macrolepis
2014,2014,LC,Least Concern,Pseudaphya ferreri
2011,2007,LC,Least Concern,Pseudaphya ferreri
2014,2014,LC,Least Concern,Pomatoschistus quagga
2011,2007,LC,Least Concern,Pomatoschistus quagga
2014,2014,LC,Least Concern,Pomatoschistus knerii
2011,2007,DD,Data Deficient,Pomatoschistus knerii
2014,2014,LC,Least Concern,Pomatoschistus bathi
2011,2007,DD,Data Deficient,Pomatoschistus bathi
2014,2014,LC,Least Concern,Odondebuenia balearica
2011,2007,DD,Data Deficient,Odondebuenia balearica
2014,2014,LC,Least Concern,Millerigobius macrocephalus
2011,2007,DD,Data Deficient,Millerigobius macrocephalus
2014,2014,LC,Least Concern,Gobius vittatus
2011,2007,LC,Least Concern,Gobius vittatus
2014,2014,LC,Least Concern,Gobius kolombatovici
2011,2007,DD,Data Deficient,Gobius kolombatovici
2014,2014,LC,Least Concern,Gobius ater
2011,2007,DD,Data Deficient,Gobius ater
2014,2014,LC,Least Concern,Gammogobius steinitzi
2011,2007,DD,Data Deficient,Gammogobius steinitzi
2014,2014,LC,Least Concern,Didogobius splechtnai
2011,2007,DD,Data Deficient,Didogobius splechtnai
2014,2014,LC,Least Concern,Didogobius schlieweni
